0.001214397	-0.00160678	0.006657944
-0.003220915	-0.000150338	-0.00151664
0.001153306	-0.004746138	-0.009426326
0.000895324	-0.00094427	-0.00089085
0.005778581	0.000649791	-0.001387702
0.000523203	0.004804071	0.009960734
0.005654869	0.001355244	-0.011965
0.0035545	-0.001578359	-0.003062926
-0.002515615	0.000988232	-0.011444325
-0.002225067	0.00063863	3.50927E-05
0.000588955	0.00284442	-0.006876572
-0.001234735	0.004147974	-0.011160902
-0.005499336	-0.001889848	0.003608834
0.002327771	-0.000172444	0.009614779
-0.000711786	0.001754903	0.005759063
0.004429615	-0.00194994	-0.002449706
-0.002344818	-0.005321283	-0.004573814
0.003031297	-0.003751647	0.00839042
-0.003837675	-0.002741589	-0.011965
0.000844825	-0.002989621	-0.002196168
-0.002565689	-0.000521662	0.004822066
-0.003636757	0.003320962	-0.001094753
0.0006812	-0.003795346	0.000475509
-0.003975939	0.000602512	-0.010992932
-0.000767226	-0.001354512	0.011965
-0.003560716	0.003213725	-0.008255251
0.004026942	-0.000764098	0.006694937
0.003044342	-0.003830149	-0.006409076
0.003944282	-0.000892239	0.001877026
-0.000565401	0.003938708	0.001159367
0.005809096	0.000261982	0.007001364
0.00368142	-0.003605596	0.005777113
-0.00577843	-0.000651131	0.001107255
0.003777053	0.001227907	0.008779391
0.001262957	0.004085861	0.000190671
-0.002804472	0.003165569	-0.003360469
-0.003735514	-0.003168809	0.003012992
0.003678405	0.001063212	-0.005935001
-0.001866106	-0.001145344	0.008637656
0.001809761	-0.005041069	0.007354354
0.001492277	-0.002708385	0.003795936
0.00128664	-7.97022E-05	-0.011965
-0.000284429	0.004866879	-0.009339078
-0.002827073	0.004117993	-0.010207969
-0.002053533	2.84445E-05	-0.007551252
-0.000837791	-0.002849276	-0.000766315
-0.003222135	0.001878395	-0.007220078
0.001564251	-0.00096538	0.000290666
-0.00209828	-0.001730007	0.007681524
0.000693565	0.000197033	-0.008067145
0.00265111	0.004243397	0.005547108
-0.004600371	-0.001642572	-0.006186818
0.001835741	-0.005517633	-0.000347953
-0.001642252	-0.002647235	-0.00289778
-0.001918822	0.004536201	0.003099876
-0.000534139	0.001749578	0.011965
-0.002604034	0.005199349	0.008217808
0.002633357	-0.001652029	0.005852128
-0.000665993	0.003707509	-0.011965
0.005562479	0.001695008	0.007614299
-0.005452382	-0.002021326	-0.00792542
0.00576621	-0.000751695	0.005567497
-0.001223133	-0.002613522	-0.001811045
0.002191841	0.001612347	0.003589246
-0.003032766	0.000304757	-0.004184401
0.004254634	-0.003963876	-0.011965
-0.001327221	0.002475123	0.011965
-0.002462214	0.004531445	-0.006857501
0.002461613	-0.00417029	0.010299883
0.002174484	-0.002232844	0.004652217
0.004136918	0.000282804	-0.006557223
0.00434308	0.002237628	-0.007532138
0.001731674	0.005551174	0.006536794
0.002482713	-0.003974385	-0.003422194
-0.000840829	0.003295866	0.00890886
0.004015649	-0.00191961	0.008890527
-0.001603929	-0.000706	-0.009511785
0.0006323	0.000897144	0.009264921
0.002009929	-0.005456593	-0.004290304
0.000954686	-0.004633253	-0.002533102
0.00114753	0.004777922	-0.010301017
0.00221904	-0.001665216	0.001688396
-0.005576327	0.00164888	-0.005427455
0.002213182	-0.004434948	-0.011965
